"sess","id","whole","time","where","day","sessname"
72,363,"modeling short- and long-term characteristics of follicle stimulating hormone as predictors of severe hot flashes in penn ovarian aging study mary d. sammel, university of pennsylvania bei jiang* and naisyin wang, university of michigan michael r. elliott, university of michigan","9:30","Grand Ballroom X (3rd Floor)","Tuesday, March 18","72. contributed papers: joint models for longitudinal and survival data"
72,364,"regression analysis of longitudinal data with correlated censoring and observation times yang li*, university of north carolina, charlotte jianguo sun, university of missouri, columbia haiying wang, university of new hampshire","9:45","Grand Ballroom X (3rd Floor)","Tuesday, March 18","72. contributed papers: joint models for longitudinal and survival data"
73,365,"73. contributed papers: statistical methods in epidemiology weighted model selection for fractional michael d. regier*, ruoxin zhang and john honaker, polynomial models west virginia university","10:00","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,366,"comparing parametric and semi-parametric regression models for a skewed, pooled outcome emily m. mitchell*, national institute of child health and robert h. lyles, emory university enrique f. schisterman, national institute of child health human development, national institutes of health michelle danaher, neil j. perkins and and human development, national institutes of health","8:30","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,367,"effect modification and design sensitivity in observational studies jesse y. hsu*, dylan s. small and paul r. rosenbaum, university of pennsylvania","8:45","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,368,"structural nested mean model for clustered outcomes jiwei he* and marshall joffe, university of pennsylvania","9:00","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,369,"flexible models for comparing cumulative effects of time-dependent exposures chenkun wang*, hai liu and sujuan gao, and richard m. fairbank school of public health indiana university school of medicine","9:15","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,370,"instrumental variables estimation with some invalid instruments and its application to mendelian randomization and dylan s. small, university of pennsylvania hyunseung kang*, anru zhang, t. tony cai","9:30","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
73,371,"variable selection for case-cohort studies with a diverging number of parameters ai ni n and jianwen cai, university of north carolina, chapel hill","9:45","Bristol Room (3rd Floor)","Tuesday, March 18","73. contributed papers: statistical methods in epidemiology"
74,372,"74. contributed papers: adaptive designs and randomization","10:00","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,373,"two-stage adaptive optimal design with fixed first stage sample size adam lane*, cincinnati children’s hospital medical center nancy flournoy, university of missouri","8:30","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,374,"phase ii/iii seamless adaptive dose selection design for longitudinal patient data caitlyn ellerbe*, jordan elm and viswanathan bruce turnbull, cornell university stacia desantis, university of texas health sciences ramakrishnan, medical university of south carolina edward jauch, medical university of south carolina valerie durkalski, medical university of south carolina","8:45","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,375,"the use of decreasingly informative priors in adaptive clinical trial designs roy t. sabo*, virginia commonwealth university * = presenter | n = student award winner 74 enar 2014 | spring meeting | march 16–19","9:00","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,376,"an adaptive bayesian dose finding approach for drug combinations with drug-drug interaction yang yang*, university of maryland, baltimore county anindya roy, university of maryland, baltimore county hong-bin fang, georgetown university ming tan, georgetown university","9:15","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,377,"dose escalation with over-dose and under-dose controls for phase i/ii clinical trial zheng li* and michael kutner, emory university zhengjia chen, emory university ying yuan, university of texas md anderson cancer center","9:30","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
74,378,"an adaptive treatment strategy for the management of white-nose syndrome nick meyer*, eric laber, krishna pacifici and brian reich, north carolina state university","9:45","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","74. contributed papers: adaptive designs and randomization"
75,379,"75. contributed papers: next generation sequencing analysis of sequence data under multivariate ran tao*, donglin zeng, nora franceschini eric boerwinkle, university of texas health science center, houston dan-yu lin, university of north carolina, chapel hill trait-dependent sampling and kari e. north, university of north carolina, chapel hill program 75 * = presenter | n = student award winner","10:00","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,380,"genotype calling and haplotyping in extended families lun-ching chang, university of pittsburgh george c. tseng and wei chen*, university of pittsburgh bingshan li, vanderbilt university","8:30","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,381,"meta-analysis of sequencing studies under random-effects models zheng-zheng tang* and dan-yu lin, university of north carolina, chapel hill","8:45","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,382,"likelihood based complex trait association testing for arbitrary depth sequencing data song yan* and yun li, university of north carolina, chapel hill","9:00","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,383,"design issue and power calculation in rna-seq applications chien-wei lin* and george c. tseng, university of pittsburgh","9:15","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,384,"a simulation-based comparative study of the relative power of family-based association tests jia jia* and daniel e. weeks, university of pittsburgh","9:30","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
75,385,"a dna variant caller adapted to assess mitochondrial dna variation from whole-genome sequencing data institutes of health consiglio nazionale delle ricerche, monserrato, osorio meirelles, national institute on aging, national institutes of health mary kate wing, university of michigan jun ding*, national institute on aging, national carlo sidore, istituto di ricerca genetica e biomedica, cagliari, italy fabio busonero, istituto di ricerca genetica e biomedica, consiglio nazionale delle ricerche, monserrato, cagliari, italy ramaiah nagaraja, national institute on aging, national institutes of health francesco cucca, istituto di ricerca genetica e biomedica, consiglio nazionale delle ricerche, monserrato, cagliari, italy goncalo r. abecasis, university of michigan david schlessinger, national institute on aging, national institutes of health","9:45","Atlantic Room (3rd Floor)","Tuesday, March 18","75. contributed papers: next generation sequencing"
76,386,"76. contributed papers: statistical methods for survival analysis quantile regression in semiparametric for right censored length-biased data yeqian liu* and jianguo sun, university of missouri, columbia yong zhou, chinese academy of sciences, beijing varying-coefficient partially linear models xuerong chen, georgetown university tuesday, march 18","10:00","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,387,"distributional properties and peculiarities in hpp-based recurrent event models piaomu liu* and edsel a. peña, university of south carolina, columbia","8:30","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,388,"vertical modeling: analysis of multi-state data with a cured fraction mioara alina nicolaie* and catherine legrand, université catholique de louvain","8:45","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,389,"sequential stratification for recurrent event outcomes abigail smith* and douglas shaubel, university of michigan","9:00","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,390,"random survival forests for interval-censored outcomes in the presence of imperfect diagnostic tests university of massachusetts, amherst hui xu*, xiangdong gu and raji balasubramanian,","9:15","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,391,"analysis of md starnet data ke liu*, ying zhang, paul romitti, soman puzhankara and kristin caspers, university of iowa university of arizona elinora price, jennifer andrews and chris cunniff,","9:30","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,392,"time-dependent tree-structured survival analysis with unbiased variable selection meredith l. wallace*, university of pittsburgh","9:45","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
76,393,"refreshment break with our exhibitors tuesday, march 18","10:15","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","76. contributed papers: statistical methods for survival analysis"
77,394,"77. presidential invited address introduction","10:30","Grand Ballroom Foyer (3rd Floor)","Tuesday, March 18","77. presidential invited address"
77,395,"distinguished student paper awards","10:35","Grand Ballroom Foyer (3rd Floor)","Tuesday, March 18","77. presidential invited address"
77,396,"a significance test for the lasso robert j. tibshirani, phd, department of statistics and health research and policy, stanford university tuesday, march 18","10:45","Grand Ballroom Foyer (3rd Floor)","Tuesday, March 18","77. presidential invited address"
78,397,"78. jabes invited session and the environment, asa government statistics section state university estimating velocity for processive motor proteins john hughes*, university of minnesota shankar shastry, william o. hancock and john fricks, the pennsylvania state university with random detachment 76 enar 2014 | spring meeting | march 16–19 * = presenter | n = student award winner","1:45","Grand Ballroom (3rd Floor)","Tuesday, March 18","78. jabes invited session"
78,398,"bayesian 2-stage space-time mixture modeling with spatial misalignment andrew b. lawson*, medical university of south carolina bo cai, university of south carolina, columbia russell kirby, university of south florida jungsoon choi, hangyang university, korea monir hossain, university of cincinnati jihong liu, university of south carolina, columbia","2:10","Grand Ballroom (3rd Floor)","Tuesday, March 18","78. jabes invited session"
78,399,"identifying genes that are differentially expressed in both of two independent experiments megan orr*, north dakota state university peng liu and dan nettleton, iowa state university","2:35","Grand Ballroom (3rd Floor)","Tuesday, March 18","78. jabes invited session"
78,400,"a bayesian approach to fitting gibbs processes with temporal random effects generalisations and challenges and glenna f. nightingale, university of st andrews nature research ruth king, janine b. illian*, stuart e. king ditte k. hendrichsen, norwegian institute for","3:00","Grand Ballroom (3rd Floor)","Tuesday, March 18","78. jabes invited session"
79,402,"79. recent advances in statistical methods for missing data statistics section","3:25","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","79. recent advances in statistical methods for missing data"
79,403,"identification and multiple imputation of implausible gestational ages for the study of preterm births centers for disease control and prevention nathaniel schenker*, national center for health statistics,","1:45","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","79. recent advances in statistical methods for missing data"
79,404,"adjusting for verification bias in estimation of covariate-specific areas under the roc curves xiao-hua a. zhou*, university of washington of child health and human development, danping liu, eunice kennedy shriver national institute national institutes of health","2:10","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","79. recent advances in statistical methods for missing data"
79,405,"multiple imputation via flexible, joint models jerome reiter*, duke university","2:35","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","79. recent advances in statistical methods for missing data"
79,406,"on the use of box-cox transformation for missing data imputation yulei he*, don malec and nathaniel schenker, national and prevention center for health statistics, centers for disease control","3:00","Grand Ballroom VIII (3rd Floor)","Tuesday, March 18","79. recent advances in statistical methods for missing data"
80,407,"80. big data methods in biostatistics and data mining section, asa biopharmaceutical section program 77 * = presenter | n = student award winner","3:25","Grand Ballroom III (3rd Floor)","Tuesday, March 18","80. big data methods in biostatistics"
80,408,"some post-gwas strategies for identifying the remaining genetic determinants zhaoxia yu*, university of california, irvine","1:45","Grand Ballroom III (3rd Floor)","Tuesday, March 18","80. big data methods in biostatistics"
80,409,"interactive, exploratory visualization and statistical analysis of genome-scale data hector corrada bravo* and florin chelaru, university of maryland, college park","2:10","Grand Ballroom III (3rd Floor)","Tuesday, March 18","80. big data methods in biostatistics"
80,410,"a semiparametric bayesian model for detecting multiway synchrony among neurons babak shahbaba*, bo zhou, shiwei lan david moorman, medical university of south carolina and hernando ombao, university of california, irvine sam behseta, cal state fullerton","2:35","Grand Ballroom III (3rd Floor)","Tuesday, March 18","80. big data methods in biostatistics"
80,411,"algebraic properties and fast large covariance estimation xi luo*, brown university","3:00","Grand Ballroom III (3rd Floor)","Tuesday, March 18","80. big data methods in biostatistics"
81,412,"81. statistical prediction models for medical decision making md anderson cancer center md anderson cancer center","3:25","Grand Ballroom II (3rd Floor)","Tuesday, March 18","81. statistical prediction models for medical decision making"
81,413,"dynamic prediction of survival outcomes and medical decision making xuelin huang*, sangbum choi and jing ning, university of texas md anderson cancer center","1:45","Grand Ballroom II (3rd Floor)","Tuesday, March 18","81. statistical prediction models for medical decision making"
81,414,"statistical prediction models for medical decision making michael w. kattan*, cleveland clinic","2:10","Grand Ballroom II (3rd Floor)","Tuesday, March 18","81. statistical prediction models for medical decision making"
81,415,"roc analysis for multiple markers with tree-based classification mei-cheng wang*, johns hopkins university school of public health shanshan li, indiana university fairbanks","2:35","Grand Ballroom II (3rd Floor)","Tuesday, March 18","81. statistical prediction models for medical decision making"
81,416,"efficient evaluation of risk markers for censored failure time outcome: analyses and designs yingye zheng*, fred hutchinson cancer research center tianxi cai, harvard school of public health","3:00","Grand Ballroom II (3rd Floor)","Tuesday, March 18","81. statistical prediction models for medical decision making"
82,417,"82. recent developments in statistical genetics, genomics, and their applications school of medicine school of medicine","3:25","Grand Ballroom IV (3rd Floor)","Tuesday, March 18","82. recent developments in statistical genetics, genomics, and their applications"
82,418,"joint analysis of snp and gene expression data in genetic association studies of complex diseases using causal mediation analysis tyler vanderweele and xihong lin*, harvard school of yen-tsung huang, brown university public health","1:45","Grand Ballroom IV (3rd Floor)","Tuesday, March 18","82. recent developments in statistical genetics, genomics, and their applications"
82,419,"the magic of score statistics danyu lin*, university of north carolina, chapel hill","2:10","Grand Ballroom IV (3rd Floor)","Tuesday, March 18","82. recent developments in statistical genetics, genomics, and their applications"
82,420,"assessing the sensitivity of genetic associations to unmeasured confounding under a causal framework elizabeth handorf, fox chase cancer center of pennsylvania nandita mitra*, university of pennsylvania peter kanetsky and steve kawut, university","2:35","Grand Ballroom IV (3rd Floor)","Tuesday, March 18","82. recent developments in statistical genetics, genomics, and their applications"
82,421,"robust and powerful sibpair test for rare variant association keng-han lin and sebastian zoellner*, university of michigan","3:00","Grand Ballroom IV (3rd Floor)","Tuesday, March 18","82. recent developments in statistical genetics, genomics, and their applications"
83,422,"83. improved statistical modeling and understanding of gene expression and transcription regulation using next throughput technologies generation sequencing and other high","3:25","Grand Ballroom V (3rd Floor)","Tuesday, March 18","83. improved statistical modeling and understanding of gene expression and transcription regulation using next generation sequencing and other high throughput technologies"
83,423,"deconvolution of base pair level rna-seq read counts for quantification of transcript expression levels han wu* and yu zhu, purdue university","1:45","Grand Ballroom V (3rd Floor)","Tuesday, March 18","83. improved statistical modeling and understanding of gene expression and transcription regulation using next generation sequencing and other high throughput technologies"
83,424,"accounting for nuisance covariates when using rna-seq data to identify differentially expressed genes dan nettleton* and yet nguyen, iowa state university","2:10","Grand Ballroom V (3rd Floor)","Tuesday, March 18","83. improved statistical modeling and understanding of gene expression and transcription regulation using next generation sequencing and other high throughput technologies"
83,425,"bayesian models for integrative genomics marina vannucci* and alberto cassese, rice university michele guindani, university of texas 78 enar 2014 | spring meeting | march 16–19 md anderson cancer center * = presenter | n = student award winner","2:35","Grand Ballroom V (3rd Floor)","Tuesday, March 18","83. improved statistical modeling and understanding of gene expression and transcription regulation using next generation sequencing and other high throughput technologies"
83,426,"understanding spatial organizations of chromosomes via statistical analysis of hi-c data ming hu*, new york university zhaohui qin, emory university ke deng, tsinghua university jun s. liu, harvard university","3:00","Grand Ballroom V (3rd Floor)","Tuesday, March 18","83. improved statistical modeling and understanding of gene expression and transcription regulation using next generation sequencing and other high throughput technologies"
84,427,"84. statistical challenges in public health research at the cdc and prevention and prevention control and prevention discussant: craig borkowf, centers for disease","3:25","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","84. statistical challenges in public health research at the cdc"
84,428,"exploring the optimal allocation of sample sizes in dual-frame rdd telephone surveys haci akcin, centers for disease control and prevention denise bradford*, northrop grumman","1:45","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","84. statistical challenges in public health research at the cdc"
84,429,"area level models for county level prevalence estimates using publically available brfss data betsy l. cadwell*, theodore j. thompson and and prevention lawrence e. barker, centers for disease control","2:10","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","84. statistical challenges in public health research at the cdc"
84,430,"multiple imputation of linked national health interview survey and medicare data files guangyu zhang*, jennifer d. parker statistics, centers for disease control and prevention and nathaniel schenker, national center for health","2:35","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","84. statistical challenges in public health research at the cdc"
84,431,"using longitudinal data analysis to link policy and legislation to public health impacts simone gray*, patricia sweeney, joseph prejean, jenny sewell and jonathan mermin, centers for disease david w. purcell, aruna surendera babu, brett williams, control and prevention","3:00","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","84. statistical challenges in public health research at the cdc"
85,432,"85. innovative bayesian nonparametrics in biostatistics science, asa biometrics section","3:25","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","85. innovative bayesian nonparametrics in biostatistics"
85,433,"longitudinal data analysis using a random partition model with regression on covariates gary l. rosner*, johns hopkins university fernando quintana, pontificia universidad catolica michael maitland, university of chicago peter mueller, university of texas, austin de chile","1:45","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","85. innovative bayesian nonparametrics in biostatistics"
85,434,"a bayesian feature allocation model for tumor heterogeneity peter mueller*, university of texas, austin yuan ji, northshore university health system juhee lee, university of california, santa cruz","2:10","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","85. innovative bayesian nonparametrics in biostatistics"
85,435,"a bayesian nonparametric approach to monotone missing data in longitudinal studies with informative missingness michael daniels*, university of texas, austin antonio linero, university of florida","2:35","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","85. innovative bayesian nonparametrics in biostatistics"
85,436,"bayesian quantile regression for censored data brian j. reich* and luke b. smith, north carolina state university","3:00","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","85. innovative bayesian nonparametrics in biostatistics"
86,437,"86. contributed papers: new developments in survival analysis","3:25","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,438,"a local agreement index based on hazard functions for survival outcomes tian dai* and ying guo, emory university","1:45","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,439,"a frailty model for bivariate interval-censored data allowing weak dependence and independence naichen wang* and lianming wang, university of cancelled * = presenter | n = student award winner south carolina program 79","2:00","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,440,"survival analysis with correlated frailties and the bootstrap j. c. loredo-osti*, memorial university","2:15","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,441,"semiparametric methods to contrast restricted mean gap times xu shu n and douglas e. schaubel, university of michigan","2:30","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,442,"extending the peters-belson approach for assessing disparities to right censored time-to-event outcomes olga gurvich and donna z. bliss, university of minnesota lynn e. eberly*, james s. hodges, kay savik,","2:45","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,443,"consistency on change-point estimators on hazard regression models with long-term survivors and right censoring wei zhang* and lianfen qian, florida atlantic university","3:00","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
86,444,"nonparametric estimation of quantile residual life for length-biased survival data samia h. lopa* and jong-hyeon jeong, university of pittsburgh","3:15","Grand Ballroom I (3rd Floor)","Tuesday, March 18","86. contributed papers: new developments in survival analysis"
87,445,"87. contributed papers: causal inference multiple sclerosis and depression using structural douglas gunzler*, case western reserve university longitudinal analyses of the causal path between equation modeling","3:15","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,446,"estimation of the optimal regime in treatment of prostate cancer recurrence from observational data using flexible weighting models university of michigan jincheng shen*, lu wang and jeremy m.g. taylor,","1:45","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,447,"a simulation study of a multiply-robust approach for causal inference with missing covariates jia zhan* and changyu shen, indiana university lingling li, harvard medical school school of medicine xiaochun li, indiana university school of medicine","2:00","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,448,"estimating causal treatment effect for complex intervention study designs pan wu*, christiana care health system","2:15","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,449,"regression analysis of sequentially randomized trials through artificial randomization semhar b. ogbagaber* and abdus s. wahed, university of pittsburgh","2:30","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,450,"why do treatments work differently for some people? understanding treatment-effect mechanisms in stratified medicine richard emsley, hanhua liu and graham dunn, sabine landau*, king’s college london university of manchester, united kingdom","2:45","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
87,451,"inference for surrogate endpoint validation in the binary case ionut bebu*, uniformed services university of the thomas mathew, university of maryland baltimore county health sciences health sciences brian k. agan, uniformed services university of the","3:00","Grand Ballroom X (3rd Floor)","Tuesday, March 18","87. contributed papers: causal inference"
88,452,"88. contributed papers: non-parametric analysis of biomedical data multiple imputation methods for nonparametric cause of failure james j. dignam, university of chicago junhee han, university of arkansas, fayetteville inference on cumulative incidence with missing minjung lee*, seoul national university","3:15","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,453,"a spatio-temporal nonparametric bayesian variable selection model of fmri data for clustering correlated time courses michele guindani, university of texas marina vannucci, rice university linlin zhang*, rice university md anderson cancer center","1:45","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,454,"inferences about the mean area under the curve in pre-clinical destructive sampling designs yi shi*, state university of new york at buffalo alan hutson and gregory wilding, state university rameela chandrasekhar, vanderbilt university of new york at buffalo","2:00","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,455,"investigating a method for testing a hypothesis about the ratio of two medians using conover’s rank transformation method drug administration * = presenter | n = student award winner donald j. schuirmann*, u.s. food and 80 enar 2014 | spring meeting | march 16–19","2:15","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,456,"restricted confidence intervals for ordered binary and survival data yongseok park*, university of pittsburgh jeremy m g taylor, university of michigan","2:30","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,457,"novel algorithm for stratifying patients into survival risk groups using mutation data at selected genes memorial sloan-kettering cancer center irina ostrovnaya*, sean devlin and mithat gönen,","2:45","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
88,458,"two-sample parameter estimation using empirical characteristic functions cornelis j. potgieter*, southern methodist university south africa","3:00","Atlantic Room (3rd Floor)","Tuesday, March 18","88. contributed papers: non-parametric analysis of biomedical data"
89,459,"89. contributed papers: high dimensional imaging data persistence landscape of functional signal and its yuan wang n, university of wisconsin, madison moo k. chung, university of wisconsin, madison program 81 * = presenter | n = student award winner application to epileptic electroencaphalogram data hernando ombao, university of california, irvine","3:15","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,460,"a parallel group independent component analysis algorithm shaojie chen*, lei huang, huitong qiu, ani eloyan and brian caffo, johns hopkins university","1:45","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,461,"ultra-high dimensional test via sparse projections qiang sun*, hongtu zhu and joseph g. ibrahim, university of north carolina, chapel hill","2:00","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,462,"statistical approaches for exploring brain connectivity with multi-modal neuroimaging data phebe b. kemmer* and ying guo emory university f. dubois bowman, columbia university","2:15","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,463,"spatially regularizing high angular resolution diffusion imaging shangbang rao*, hongtu zhu, jian cheng, carolina, chapel hill pew-thian yap and joseph ibrahim, university of north","2:30","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,464,"parametrization of white matter manifold-like structures using principal surfaces chen yue* and vadim zipunnikov, johns hopkins pierre-louis bazin, max planck institute of neurological disorders and stroke, national institutes ciprian crainiceanu and brian caffo, johns hopkins university university dzung pham and daniel s. reich, national institute of health","2:45","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
89,465,"predicting enhancement in magnetic resonance images using scan stratified case control sampling gina-maria pomann*, north carolina state university russel (taki) shinohara, university of pennsylvania daniel s. reich, national institute of neurological elizabeth m. sweeney, johns hopkins university ana-maria staicu, north carolina state university disorders and stroke, national institutes of health","3:00","Fred Lombard, North-West University, Potchefstroom,","Tuesday, March 18","89. contributed papers: high dimensional imaging data"
90,466,"90. contributed papers: new methods in genomics testing in metagenomic profiling studies association test (mirkat) research center tuesday, march 18 with the microbiota regression-based kernel ni zhao* and michael c. wu, fred hutchinson cancer","3:15","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,467,"inference of epigenetic modulation of gene expression with meta-pathway analysis elana j. fertig*, johns hopkins university ludmila v. danilova, daria a. gaykalova, leslie cope, johns hopkins university ana markovic, university of california, san francisco christine h. chung and joseph a. califano, michael f. ochs, the college of new jersey","1:45","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,468,"integrative modeling of multiplatform genomic data yen-tsung huang*, brown university","2:00","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,469,"the most informative spacing test as an outlier and subgroup identification method iwona pawlikowska*, gang wu, michael edmonson, st. jude children’s research hospital tanja gruber, jinghui zhang and stan pounds,","2:15","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,470,"cross-platform gene expression profile classification using top-scoring pairs prasad patil*, johns hopkins school of public health de montreal benjamin haibe-kains, institut de recherches clinques jeffrey t. leek, johns hopkins school of public health","2:30","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,471,"a survival copula mixture model for comparing two genomic rank list yingying wei* and hongkai ji, johns hopkins university","2:45","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,472,"an integrated method for detecting microrna target proteins through reverse-phase protein lysate arrays brook university jiawen zhu*, song wu and jie yang, stony","3:00","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
90,473,"refreshment break with our exhibitors tuesday, march 18","3:30","Grand Ballroom IX (3rd Floor)","Tuesday, March 18","90. contributed papers: new methods in genomics"
91,474,"91. ims medallion lecture statistical genetics and genomics in the big research and training school of public health data era: opportunities and challenges in xihong lin*. harvard school of public health","3:45","Grand Ballroom Foyer (3rd Floor)","Tuesday, March 18","91. ims medallion lecture"
92,475,"92. parametric or nonparametric; which is the answer? super learning to hedge against incorrect in marginal structural modeling romain neugebauer*, kaiser permanente non-parametric inference from arbitrary parametric assumptions","3:45","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","92. parametric or nonparametric; which is the answer?"
92,476,"fitting icu data complexity: need for innovative prediction tools mortality prediction by superlearner maya petersen, university of california, berkeley mark van der laan, university of california, berkeley romain pirracchio*, hôpital saint louis, paris, france sylvie chevret, hôpital saint louis, paris, france","4:10","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","92. parametric or nonparametric; which is the answer?"
92,477,"sensitivity analysis for causal inference under unmeasured confounding and measurement error problems of public health 82 enar 2014 | spring meeting | march 16–19 iván díaz*, johns hopkins bloomberg school mark van der laan, university of california, berkeley * = presenter | n = student award winner","4:35","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","92. parametric or nonparametric; which is the answer?"
